transit_depth_ppm,transit_duration_hrs,orbital_period_days,impact_parameter,transit_snr,log_period,log_depth,duration_period_ratio,transit_shape_factor,stellar_teff_K,stellar_radius_rsun,stellar_logg,stellar_teff_normalized,stellar_density_proxy,stellar_luminosity_proxy,planet_radius_rearth,planet_teq_K,insolation_flux_earth,log_planet_radius,log_insolation,is_rocky_size,is_super_earth_size,is_mini_neptune_size,is_gas_giant_size,is_hot,is_warm,is_temperate,is_cold,semi_major_axis_au,orbital_velocity_kms,density_proxy,in_habitable_zone,hz_distance_normalized,transit_probability,radius_ratio,expected_transit_depth_ppm,depth_anomaly,period_uncertainty,radius_uncertainty,depth_uncertainty,measurement_quality,fp_flag_not_transit_like,fp_flag_stellar_eclipse,fp_flag_centroid_offset,fp_flag_ephemeris_match,total_fp_flags,target,disposition,kepid,koi_name
190.0,1.591,3.989544192,0.085,26.2,0.6009232800960178,2.278753600952829,0.01661635101062359,0.135235,5229.0,0.688,4.643,0.9049844236760125,92858.81207701468,0.3174982192108684,0.93,903.0,157.1,-0.03151705144606486,2.1961761850399735,1,0,0,0,0,1,0,0,0.044834706299091774,122.26123219547758,1.2432290637117596,0,0.9316144158345094,0.07135543564528282,0.012378609762330694,153.22997964806876,0.23996622877835558,2.447397379274349e-06,0.15053763440860216,0.045789473684210526,0.8358900734423913,0,0,0,0,0,1,CONFIRMED,7691260,K01528.01
560.5,5.155,66.1843646,0.877,21.3,1.8207554037907914,2.748575616930992,0.0032453536113069624,4.520935000000001,5640.0,0.978,4.447,0.9761163032191069,29263.23200005816,0.8683283399376683,2.72,436.0,8.57,0.43456890403419873,0.9329808219231982,0,0,1,0,0,1,0,0,0.3172020772093031,52.14087779449359,0.04969277936087929,0,0.7074400226169693,0.014336917462867804,0.025468737125178845,648.6565707514632,0.13590638671760394,6.853582454729799e-06,0.13602941176470587,0.05352363960749331,0.8406470290692254,0,0,0,0,0,1,CONFIRMED,8099138,K02338.01
831.9,3.9475,16.00460392,0.49,34.3,1.204244930745888,2.920071124297524,0.01027699076395929,1.934275,5180.0,0.769,4.597,0.8965039806161301,66857.0670145864,0.3819984217060724,2.24,583.0,27.41,0.35024801833416286,1.4379090355394983,0,0,1,0,0,1,0,0,0.11768488771084697,79.9969604545505,0.08897253097667636,0,0.8363519661417821,0.03038495485321702,0.026674669067386886,711.5379698546067,0.16915756466234358,3.7457971655945858e-06,0.14285714285714285,0.03389830508474576,0.8497915336633858,0,0,0,0,0,1,CONFIRMED,9823487,K01489.01
124.8,2.563,2.90060781,0.47,20.6,0.4624890119921884,2.0962145853464054,0.03681699618214387,1.20461,6547.0,1.371,4.241,1.133091034960194,9266.699722934394,3.098376023439145,1.58,1645.0,1727.31,0.19865708695442263,3.2373702873112578,0,1,0,0,1,0,0,0,0.04216552332195978,158.14890970799726,0.25352963964311137,0,0.9794121349901889,0.15119342765704097,0.010553511647603552,111.37660809610384,0.1205225417918409,4.795546627173979e-06,0.2974683544303797,0.058493589743589744,0.7374812159522842,0,0,1,1,2,0,FALSE POSITIVE,4386059,K01340.01
69.3,1.889,1.275511306,0.011,10.3,0.10568431250413961,1.8407332346118068,0.06170728002416729,0.020779,5921.0,1.015,4.418,1.0247490481135342,25413.70097036072,1.1360623802802667,0.84,1739.0,2160.97,-0.07572071393811836,3.3346487377648266,1,0,0,0,1,0,0,0,0.022858097811655497,194.96358122449533,1.6871828096317896,0,0.9815685341378437,0.20648043590019843,0.007578628268283441,57.43560642882487,0.20656861324999984,7.486409532460858e-06,0.30952380952380953,0.11399711399711401,0.7024798332257051,0,0,1,0,1,0,FALSE POSITIVE,7703910,K04379.01
226.2,2.129,0.519437968,1.172,25.4,-0.2844663090574346,2.3544926005894364,0.17077753032741985,2.4951879999999997,6181.0,1.006,4.464,1.0697473174108687,28761.00373965559,1.3253201036056048,20.48,2402.0,7822.62,1.3113299523037931,3.8933522340027116,0,0,0,1,1,0,0,0,0.012932851713585653,270.86839008199394,0.0001164153218269348,0,0.9903449442904565,0.3617067684373105,0.18642722420058405,34755.109923134834,0.9934916045295134,3.3921278546199766e-06,0.32177734375,0.04907161803713528,0.7294731610914333,0,1,1,0,2,0,FALSE POSITIVE,5563937,K04406.01
200.0,2.1472,1.252753881,0.4,40.5,0.09786575684997507,2.3010299956639813,0.07141599640884823,0.8588800000000001,5907.0,1.705,4.041,1.0223260643821392,3780.51733106018,3.1754589294101256,2.44,2199.0,5545.35,0.3873898263387294,3.7439289622564424,0,0,1,0,1,0,0,0,0.02389644389609439,207.5225233844248,0.06883836092007702,0,0.9884747353722617,0.3317753065884328,0.013105174395496976,171.74559593638955,0.1645131213383498,1.7784818181696775e-06,0.15163934426229508,0.0285,0.8473562870809539,0,0,0,0,0,1,CONFIRMED,8164012,K02116.01
237.4,8.62,36.616669,0.3646,3.4,1.5636788342115255,2.3754807146185724,0.009808829597980816,3.1428519999999995,5780.0,1.0,4.438,1.0003461405330565,27415.74171927881,1.0013852811777408,1.68,548.0,21.35,0.22530928172586284,1.3293978793610426,0,1,0,0,0,1,0,0,0.21547277578299873,64.01935460497906,0.2108978512039737,0,0.8149399464826964,0.021580452486874655,0.015384615384615384,236.68639053254435,0.003015000000000141,0.00011524805819994166,0.0,0.22535804549283908,0.816011254804511,1,0,1,0,2,0,FALSE POSITIVE,4571004,K04355.01
90.7,5.256,10.778313,0.591,12.5,1.032550791265858,1.9576072870600953,0.02031857861244148,3.106296,6726.0,1.258,4.262,1.1640706126687435,11551.508919340644,2.905886076875311,1.25,1067.0,306.18,0.09691001300805642,2.485976818715875,1,0,0,0,1,0,0,0,0.09707203596662145,97.98081930396263,0.512,0,0.9510586747321718,0.06026143308677937,0.009099273805156157,82.796783781201,0.0954531789505745,1.4733288966464417e-05,0.27999999999999997,0.0926130099228225,0.7285296431938033,0,0,0,0,0,0,CANDIDATE,6792908,K04341.01
704.5,1.9559,2.466070972,1.223,42.6,0.392005571166621,2.847880997445375,0.03304683208984844,2.3920657000000003,5708.0,0.884,4.529,0.9878850813430252,43260.89200236245,0.74426952690484,24.3,1260.0,595.8,1.3856062735983121,2.775100498879025,0,0,0,1,1,0,0,0,0.0352299268190352,155.41892091280377,6.969171937625633e-05,0,0.9649032016040768,0.11667920915972461,0.2517279100989508,63366.94072278545,0.9888822153639701,1.5518612576248273e-06,0.29300411522633746,0.02853087295954578,0.7566949302546934,0,1,0,0,1,0,FALSE POSITIVE,6707908,K02014.01
4357.2,2.9381,3.166465862,1.266,122.1,0.5005748102142952,3.6392074949605173,0.038661662139635386,3.7196346,4968.0,0.704,4.575,0.8598130841121495,75832.37915814751,0.2708703799482575,26.82,954.0,196.31,1.42845877351558,2.292942423054936,0,0,0,1,0,1,0,0,0.03704288725844557,127.27049669633868,5.183506881767422e-05,0,0.9388290887389752,0.08837324091829903,0.3488698801198801,121710.19325485954,0.964200204736541,7.017287085471823e-07,0.0924683072334079,0.01019003029468466,0.9068986553395565,0,1,1,0,2,0,FALSE POSITIVE,6267425,K00848.01
31.0,5.08,1.89124453,0.734,19.4,0.27674768493382,1.4913616938342726,0.11191924857367157,3.72872,5850.0,1.977,3.72,1.0124610591900312,1342.7237209952204,4.107018441298654,1.19,2200.0,5537.41,0.07554696139253074,3.743306680662998,1,0,0,0,1,0,0,0,0.027129560179167213,156.0604258160186,0.5934158141753983,0,0.9884946375285781,0.3388573179693249,0.0055121071813029315,30.38332557817135,0.02029647545467164,1.0215495507606307e-05,0.31092436974789917,0.06451612903225806,0.7270344110632977,0,0,1,1,2,0,FALSE POSITIVE,2570767,K06280.01
37.3,2.0378,8.2562857,0.816,18.2,0.9167847128425671,1.5717088318086876,0.010284083717371037,1.6628447999999998,6197.0,2.188,3.837,1.0725164416753201,1435.1766658385784,6.334472716120669,1.49,1387.0,874.56,0.17318626841227402,2.9417896100125667,1,0,0,0,1,0,0,0,0.08481927134679125,111.76544299451209,0.30230212134467616,0,0.9710358904675316,0.11995151382993924,0.0062361465469326525,38.88952375482005,0.040872800727549174,4.477800471463821e-06,0.15436241610738255,0.06166219839142091,0.822348746697494,0,0,0,0,0,1,CONFIRMED,8013439,K02352.03
36.3,4.865,7.5143967,0.399,9.8,0.8758941186050963,1.5599066250361124,0.026975995735403928,1.9411350000000003,6206.0,1.573,4.159,1.0740740740740742,5828.308812307773,3.2930200896223676,0.96,1199.0,488.52,-0.017728766960431602,2.688882348427024,1,0,0,0,1,0,0,0,0.08185057683545557,118.5019086102642,1.1302806712962965,0,0.9612344961388869,0.08936345084903013,0.005588816777627966,31.23487297389584,0.16216256202921892,2.597680263539986e-05,0.0625,0.11294765840220386,0.8507209094704528,0,0,0,0,0,1,CONFIRMED,12314973,K00279.03
403.7,11.603,524.14139,0.1508,9.2,2.71944845609422,2.6060587494103142,0.000922381522537904,1.7497323999999999,6225.0,0.931,4.481,1.07736240913811,34922.12303162353,1.1677412856008567,1.88,237.0,0.74,0.2741578492636798,-0.13076828026902382,0,1,0,0,0,0,1,0,1.2518105526984724,25.982914942946262,0.15049651811255696,1,0.004397061708323146,0.0034583108367858403,0.018492070049535136,341.9566547169144,0.18055898147149455,3.823395820734554e-05,0.398936170212766,0.13921228635125094,0.6501161440036213,1,0,0,0,1,0,FALSE POSITIVE,5951416,K04781.02
19941.0,5.6634,30.69537638,0.846,186.8,1.4870729629730335,4.299746933493803,0.007687639893340836,4.7912364,6185.0,1.192,4.356,1.0704395984769817,15975.24359744368,1.8655254433714576,19.39,662.0,45.29,1.2875778090787053,1.6560023206829573,0,0,0,1,0,1,0,0,0.2022270884503711,71.67440322530693,0.00013717234805641533,0,0.8727494641826896,0.027408790990729553,0.14896317329203235,22190.02699723206,0.10135305367193106,1.3373349618461334e-06,0.3285198555956679,0.01203550473897999,0.7459587511206166,0,0,1,1,2,0,FALSE POSITIVE,9957659,K05743.01
19964.0,10.6977,26.94927489,0.438,415.7,1.430547084346197,4.300247561194085,0.016539869878480426,4.6855926,4723.0,0.512,4.741,0.817410868812738,210116.4613362896,0.1170311719899242,7.37,395.0,5.78,0.8674674878590515,0.761927838420529,0,0,0,1,0,1,0,0,0.141846257077521,57.26226408527813,0.00249802934836259,0,0.6436407943344143,0.016784369563582202,0.13181805173992672,17375.998764509997,0.1489411498334084,8.47889232391885e-07,0.048846675712347354,0.002835103185734322,0.9508572020960406,0,1,0,0,1,0,FALSE POSITIVE,5098444,K00637.01
54546.0,2.8758,3.351573993,0.011,192.4,0.5252488117938584,4.736762908148523,0.03575185875360741,0.0316338,5984.0,1.033,4.408,1.0356524749048113,23977.249197636265,1.2275998662211787,24.15,1282.0,638.3,1.382917135087531,2.805024844429805,0,0,0,1,1,0,0,0,0.043702465550398126,141.85833126012946,7.099840540243908e-05,0,0.9661001011965169,0.10991256304431181,0.21408891205599823,45834.06226532094,0.1900756185268505,1.0025140447496007e-06,0.3118012422360249,0.006178271550617827,0.758736557659292,0,1,0,0,1,0,FALSE POSITIVE,9719636,K03686.01
70.1,4.77,1.3866358,0.3783,6.8,0.14196240857135353,1.8457180179666586,0.14333251744978745,1.804491,5693.0,0.856,4.551,0.9852890273451022,48534.71353515938,0.6905611065343683,0.72,1503.0,1205.94,-0.14266750356873156,3.081325700575993,1,0,0,0,1,0,0,0,0.023890796687424203,187.44158296278417,2.679183813443073,0,0.9752912682791937,0.16660808980452413,0.0077025777960357394,59.32970470398279,0.18153293278222224,0.00021130278044169927,0.36111111111111116,0.19828815977175465,0.6411857016659868,1,0,0,0,1,0,FALSE POSITIVE,9007866,K01407.01
817.0,3.892,261.684363,0.037,8.3,2.417777772063992,2.9122220565324155,0.0006197033128290766,0.144004,4393.0,0.526,4.713,0.7602976808584285,186650.2223799936,0.09244983733053559,1.46,175.0,0.22,0.1643528557844371,-0.6575773191777937,1,0,0,0,0,0,0,1,0.6433523046862952,26.746613894821756,0.32132271854443384,0,0.8185140644498415,0.0038018049864492896,0.02541818131171743,646.0839411953413,0.26454156790902633,1.8480278854109443e-05,0.06849315068493152,0.14932680538555693,0.8211269821616514,1,0,0,0,1,0,FALSE POSITIVE,8028465,K08152.01
73.0,1.318,0.655939788,0.301,18.7,-0.18313602486140595,1.863322860120456,0.08372211546140676,0.396718,4968.0,1.755,3.924,0.8598130841121495,2725.497314208156,1.683334561434925,1.48,2411.0,7986.43,0.17026171539495738,3.902352689479629,1,0,0,0,1,0,0,0,0.01446662578657016,239.9390813938978,0.30847136398633845,0,0.9904169687079316,0.5641087369230142,0.0077225718251359285,59.638115594383265,0.22404940653214,3.119188738707828e-06,0.5472972972972974,0.06575342465753424,0.6199421088703727,0,0,0,0,0,0,CANDIDATE,7907808,K04109.01
212.7,8.518,11.8237228,0.698,14.2,1.0727542393997385,2.3277674899027287,0.030017336558893843,5.945564,5559.0,0.803,4.578,0.9620976116303219,58690.64865985021,0.5524686471934455,1.25,703.0,57.62,0.09691001300805642,1.7605732539443941,1,0,0,0,0,1,0,0,0.09755578772916144,89.76282663044523,0.512,0,0.8871971426806222,0.038275022804042665,0.01425515124145261,203.2093369166879,0.04670387309616134,2.021359973019665e-05,0.2,0.08039492242595206,0.7809967032285552,0,0,0,0,0,0,CANDIDATE,2849140,K03416.01
138.6,8.567,25.5433704,0.44,28.4,1.4072782010537972,2.141763230275788,0.013974598016764981,3.76948,5422.0,1.782,3.945,0.9383869851159571,2774.499178743457,2.4623132514825947,2.11,772.0,84.0,0.3242824552976926,1.9242792860618816,0,0,1,0,0,1,0,0,0.17063329768505298,72.67470916473643,0.10645170802297783,0,0.9065427469647033,0.048562033978236,0.010843066398621953,117.57208892492446,0.17885121602715495,8.851611845240282e-06,0.1943127962085308,0.04112554112554113,0.8094235099221032,0,0,0,0,0,1,CONFIRMED,5963582,K02479.01
371.1,3.709,284.699924,0.3145,7.6,2.4543873512130423,2.569490954348783,0.0005428229993720219,1.1664805,6054.0,1.028,4.425,1.0477673935617862,25177.56759942248,1.2736372306484833,2.0,293.0,1.74,0.3010299956639812,0.24054924828259971,0,0,1,0,0,0,1,0,0.8528254672037376,32.58896208901568,0.125,0,0.35053138830673913,0.00560513280129101,0.017816165676087854,317.415759397811,0.16912909650118424,1.6280299393406232e-05,0.42,0.21665319320937754,0.6109969154958036,0,0,0,0,0,0,CANDIDATE,9334027,K05657.01
268.9,2.104,0.837898153,0.071,13.9,-0.07680876690454094,2.4295908022233017,0.10462687661118006,0.149384,4748.0,0.797,4.526,0.8217376254759432,52854.66897398407,0.28963386111374034,1.26,1478.0,1128.57,0.10037054511756291,3.052528501535986,1,0,0,0,1,0,0,0,0.01597249962434838,207.38597028051794,0.49990601766867826,0,0.9744924293340848,0.23202692672789424,0.014477367049512593,209.59415668631297,0.2829556140844447,6.3921849938723995e-06,0.047619047619047616,0.08813685384901451,0.8804659263547204,0,0,1,0,1,0,FALSE POSITIVE,8266276,K01731.02
357.4,0.8323,0.727331746,0.153,20.4,-0.13826745627328788,2.5531545481696254,0.04767998490013204,0.1273419,3460.0,0.356,4.92,0.5988231221876081,656296.3728559138,0.016296496251714622,0.67,849.0,122.92,-0.17392519729917355,2.0896225515843407,1,0,0,0,0,1,0,0,0.011491980438289948,171.89373716538745,3.3248770626706072,0,0.9226307055623703,0.1440482786138757,0.017234638021154877,297.03274772023724,0.20323433272286912,1.7749809589639446e-06,0.16417910447761194,0.06687185226636821,0.8123128881723934,0,0,0,0,0,1,CONFIRMED,6183511,K02542.01
582.1,27.7691,12.4260454,0.967,55.7,1.0943329360253224,2.7649975992848805,0.09311456670948051,26.8527197,5645.0,0.817,4.569,0.976981654551748,55533.60756245812,0.6081206458575705,2.64,706.0,58.88,0.42160392686983106,1.7699678013294424,0,0,1,0,0,1,0,0,0.1013078686548263,88.69680211648422,0.05434858224114422,0,0.888347311892355,0.037500048618573055,0.029590972063432287,875.62562765883,0.33521817816551663,1.422013153114667e-05,0.2537878787878788,0.015117677375021475,0.7880718849857117,1,0,1,1,3,0,FALSE POSITIVE,5385697,K03967.01
117.9,8.76,99.97889,0.3044,5.7,1.9999083107567301,2.071513805095089,0.0036507706776900597,2.666544,5229.0,1.725,3.985,0.9049844236760125,3246.5477974872942,1.9959176382067598,1.84,463.0,10.84,0.2648178230095365,1.0350292822023681,0,1,0,0,0,1,0,0,0.4276332413899377,46.5329799772075,0.16052642393359084,0,0.7398516786804726,0.018757311695247324,0.009768009768009768,95.41401482793424,0.2356675296875001,3.852813328893729e-05,0.6630434782608695,0.2018659881255301,0.5362079816373362,1,0,0,0,1,0,FALSE POSITIVE,7811057,K05430.01
174.7,34.7564,8.80854183,0.993,137.3,0.9449040210569838,2.2422929049829308,0.16440670445602384,34.5131052,6017.0,1.21,4.3,1.0413637937002422,13627.91008106604,1.7217918055467527,2.69,1000.0,236.05,0.42975228000240795,2.3730040047672736,0,0,1,0,0,1,0,0,0.08512676139253952,105.13802376971071,0.05137397381129487,0,0.9442433500804618,0.06609554866130622,0.02035842944933854,414.46564964369475,0.5784934164020951,6.881956306722789e-06,0.20446096654275095,0.044647967945048654,0.8005662780307501,1,0,0,0,1,0,FALSE POSITIVE,9291039,K03230.01
70.4,4.898,8.9539656,0.656,12.2,0.9520154215463233,1.8475726591421122,0.0227925080852816,3.213088,6168.0,0.947,4.452,1.0674974039460021,31571.8508154956,1.1645744779017235,0.84,923.0,171.51,-0.07572071393811836,2.234289446933935,1,0,0,0,0,1,0,0,0.08213282936860235,99.79277094020061,1.6871828096317896,0,0.9345885119953621,0.0536149799520164,0.00812281699293315,65.98015590068354,0.06698747583999988,2.129782584824762e-05,0.27380952380952384,0.09232954545454544,0.7319784880966191,0,0,0,0,0,0,CANDIDATE,3529290,K03340.01
430.8,4.301,12.51353325,0.596,30.0,1.097379951925678,2.634275694625944,0.01432116171772136,2.563396,5435.0,0.873,4.495,0.9406368985808238,41017.71966588275,0.5966457220335952,1.88,706.0,58.69,0.2741578492636798,1.7685641095135733,0,1,0,0,0,1,0,0,0.1005084666215423,87.3816849563117,0.15049651811255696,0,0.8881682140398927,0.04038913473116229,0.019720638277339306,388.9035740656602,0.10772959861579014,4.915478208362934e-06,0.10106382978723405,0.03806870937790158,0.8778571856484985,0,0,0,0,0,1,CONFIRMED,8950568,K02038.02
634.4,2.1448,5.63252508,0.455,70.9,0.7507031341874985,2.8023631743095474,0.015866181756383175,0.9758840000000001,5216.0,0.804,4.58,0.9027345102111457,58814.97307006034,0.42929148898284253,2.04,844.0,119.75,0.3096301674258988,2.0782755220866007,0,0,1,0,0,1,0,0,0.05964572276228885,115.20567975680504,0.11779029181838055,0,0.9217608641160183,0.06268010222459303,0.023235470996665026,539.8871124368617,0.17506046242989606,1.0661292963119839e-06,0.13725490196078433,0.01623581336696091,0.8669329214785065,0,0,0,0,0,1,CONFIRMED,8107225,K00235.01
276.7,2.43,6.933574,0.05,8.0,0.8409571550110787,2.442009159140952,0.01460285849693102,0.12150000000000001,5510.0,0.793,4.584,0.9536171685704395,61017.38978550946,0.5200470294680807,1.3,829.0,111.53,0.11394335230683679,2.0473917022004433,1,0,0,0,0,1,0,0,0.06809158002061519,106.84002382888474,0.4551661356395084,0,0.9188491672785848,0.05415427280265194,0.015012310094277307,225.36945436674034,0.22776176912479992,1.729266897562498e-05,0.1923076923076923,0.1785327069027828,0.7294703206056322,0,0,0,0,0,0,CANDIDATE,11411639,K07445.01
492.8,7.8709,26.62941953,0.015,106.9,1.4253616997598018,2.692670699156369,0.012315483118105605,0.11806349999999999,5866.0,1.417,4.117,1.0152301834544826,6520.190722691378,2.1330340343613723,3.13,742.0,71.75,0.49554433754644844,1.8558219054060299,0,0,1,0,0,1,0,0,0.17182811149397562,70.19888863508875,0.03261121557751675,0,0.8988848563311581,0.03834675212752377,0.020227948950602443,409.1699187481785,0.20438961277427445,1.7244085981021007e-06,0.15654952076677317,0.010551948051948052,0.8568222637064002,0,0,0,0,0,1,CONFIRMED,10386922,K00289.01
3269.0,3.5252,14.85890852,0.255,456.8,1.1719869089433526,3.514414920580369,0.009885203420939652,0.898926,5356.0,1.055,4.338,0.9269643475250952,19565.686056945346,0.8217827913006333,5.94,720.0,63.52,0.7737864449811935,1.80291048941904,0,0,0,1,0,1,0,0,0.1133529331818873,82.99340312801371,0.004771343296890575,0,0.8925330013072571,0.043278544827138984,0.05155981459298995,2658.4144808634996,0.22968033146515643,2.562772356310327e-07,0.062289562289562284,0.002355460385438972,0.9392799834552809,0,0,0,0,0,1,CONFIRMED,8644288,K00137.02
258.3,0.975,2.433703498,0.952,10.2,0.3862676663236958,2.412124406173317,0.01669266614991733,0.9281999999999999,5251.0,0.778,4.592,0.908791969539633,64571.489712664086,0.41287360287894825,1.66,1112.0,362.64,0.22010808804005508,2.5594757060506312,0,1,0,0,1,0,0,0,0.03365926997513274,150.46474226562864,0.21861287507410979,0,0.9549788055752934,0.10748004940905535,0.019539158356639077,381.77870928581865,0.3234300559002003,3.6865624786968197e-06,0.14457831325301204,0.13859852884243126,0.779313570979681,0,0,0,0,0,0,CANDIDATE,2832589,K01942.02
84.1,3.872,4.32710579,0.025,9.5,0.6361975130521127,1.9247959957979122,0.0372843515187858,0.0968,5745.0,3.955,3.499,0.994288681204569,201.7005230061087,15.287728373300588,3.58,2004.0,3805.87,0.5538830266438743,3.580453949676992,0,0,1,0,1,0,0,0,0.06312031887275968,158.69724613903003,0.02179470123736365,0,0.9861254602925853,0.291360220107138,0.008289224471272512,68.71124233514306,0.22396273363531086,1.3970076751925216e-05,0.17318435754189943,0.11890606420927469,0.7739312754639823,0,0,0,0,0,0,CANDIDATE,3561464,K03398.03
290.1,4.222,5.19103699,0.117,25.2,0.7152541235611165,2.4625477288026643,0.033888540383270646,0.4939740000000001,6321.0,1.125,4.417,1.0939771547248183,20639.299590314706,1.8127505942697144,1.92,1183.0,462.91,0.28330122870354957,2.6654965627182383,0,1,0,0,1,0,0,0,0.062355908954820995,130.6836362418393,0.14128508391203706,0,0.9601957481887077,0.08389341263215681,0.01562881562881563,244.25987795951167,0.18766947082519536,5.482526912219132e-06,0.33333333333333337,0.043778007583591856,0.7261548061690518,0,0,0,0,0,1,CONFIRMED,6867555,K02439.01
52.4,5.179,10.1747037,0.726,11.8,1.0075217708870707,1.7193312869837267,0.02120864381207157,3.759954,5866.0,1.339,4.191,1.0152301834544826,8658.423934786204,1.9046677948438515,1.04,985.0,222.53,0.01703333929878037,2.3473885679290296,1,0,0,0,0,1,0,0,0.09221638263799962,98.6016155423275,0.8889963586709149,0,0.9425725752040053,0.06751891390537267,0.007112628471851774,50.5894837785965,0.03578839090999962,1.2383653000136014e-05,0.15384615384615385,0.09923664122137406,0.7980239785305447,0,0,0,0,0,0,CANDIDATE,6026737,K02949.01
4107.0,3.7197,124.4197175,0.017,39.9,2.0948892109245865,3.6135247028536526,0.0012456827833578709,0.06323490000000001,5066.0,1.659,3.974,0.8767739702319142,3422.2145068866216,1.6264599131684871,10.3,416.0,7.07,1.0128372247051722,0.8494194137968994,0,0,0,1,0,1,0,0,0.4780025882797886,41.79638844157881,0.0009151416593531593,0,0.6778712812913532,0.016138720143256985,0.05685493931425216,3232.4841244272957,0.2705398826135437,2.80582537088625e-06,0.17184466019417474,0.028731434136839543,0.8329315131806345,0,0,0,0,0,1,CONFIRMED,11177707,K01423.01
281.8,6.9758,13.72462702,0.748,50.1,1.1375005509103362,2.4499409887733377,0.021177867559517352,5.217898399999999,5817.0,1.171,4.293,1.0067497403946002,14318.126987422685,1.408639606783241,2.13,831.0,112.82,0.3283796034387377,2.052386095389375,0,0,1,0,0,1,0,0,0.11133835854789619,88.25554125691261,0.10348113647537248,0,0.9193757392756817,0.04890632546605736,0.01665712596540948,277.4598454275187,0.015642460139750552,3.5826110194723526e-06,0.15023474178403756,0.022356281050390347,0.8528096542113276,0,0,0,0,0,1,CONFIRMED,9964801,K00721.01
260.2,2.098,11.50528603,0.461,11.4,1.0608974200239172,2.4153072922255676,0.007597956838163601,0.967178,6355.0,1.108,4.41,1.0998615437867774,20937.2905189764,1.7965180719255958,1.83,912.0,163.79,0.26245108973042947,2.2142873829104013,0,1,0,0,0,1,0,0,0.1043673453875104,98.6881338183525,0.16317241106981215,0,0.9330778752938347,0.0493660155949177,0.01512476692982108,228.7585746814094,0.1374437017820156,7.061102156710136e-06,0.30601092896174864,0.11260568793235973,0.7049085783006597,0,0,1,0,1,0,FALSE POSITIVE,10611420,K03148.01
11145.0,3.25346,4.942783419,0.566,2040.7,0.6939715811275994,4.047080072816256,0.027426011184758594,1.8414583599999998,5514.0,0.978,4.459,0.9543094496365524,30083.07943191592,0.7932947983567169,10.62,1008.0,244.42,1.0261245167454502,2.3881367397630737,0,0,0,1,1,0,0,0,0.056773648882999656,124.9605551167113,0.0008348845990113726,0,0.9452164232882542,0.08010230255539848,0.09944043686374973,9888.400483653397,0.1270781375030167,4.9971843607497534e-08,0.13559322033898305,0.00060116644235083,0.8801310476907713,0,0,0,0,0,1,CONFIRMED,11359879,K00128.01
46.2,3.633,1.044408447,0.1512,15.1,0.018870375665894865,1.6646419755561255,0.14493850603642236,0.5493096,7274.0,1.698,4.161,1.2589131187262028,5024.867659536961,7.241998135314703,1.17,2745.0,13421.48,0.06818586174616162,4.127800408559743,1,0,0,0,1,0,0,0,0.02314613905892456,241.10482507553562,0.6243705564327963,0,0.9926078591644928,0.3411238470441842,0.006309944472488642,39.815399245889964,0.1603550604800002,8.116556338039652e-06,0.7008547008547008,0.07792207792207792,0.5621815221298738,1,0,0,0,1,0,FALSE POSITIVE,6035335,K06648.01
1609.1,33.87,379.08202,1.181,23.2,2.578733186167494,3.206583034837791,0.003722809116612811,40.00047,5982.0,0.96,4.493,1.035306334371755,33764.283171723306,1.0588097963207705,23.99,253.0,0.97,1.3800302479678306,-0.01322826573375516,0,0,0,1,0,0,1,0,1.0389854436537516,29.81769007028894,7.242846082107197e-05,1,0.13219656170717506,0.004296499077313017,0.2288423382173382,52368.81576077861,0.9692736989251316,4.68236399077962e-05,0.29679032930387667,0.05170592256540924,0.7415410142700943,1,0,0,0,1,0,FALSE POSITIVE,5700900,K04100.01
888.7,2.2441,5.82348911,0.877,38.1,0.7651832676717206,2.94875518016827,0.01605638216204489,1.9680757,5774.0,0.864,4.526,0.9993077189338871,44975.13908218591,0.7444310053855907,3.0,955.0,196.33,0.47712125471966244,2.2929866665841003,0,0,1,0,0,1,0,0,0.06138626224258133,114.67946074342939,0.037037037037037035,0,0.9388523399215415,0.06544786819115275,0.0317969067969068,1011.0432818511777,0.12100696779980795,2.2890057400656837e-06,0.29,0.029818836502756834,0.7576784313213072,0,0,0,0,0,1,CONFIRMED,9269281,K01398.01
49.5,6.891,10.0714369,0.006,10.8,1.0030914361169692,1.6946051989335686,0.028508841672830222,0.041346,5768.0,2.81,3.633,0.9982692973347179,543.9855457312942,7.841578539707635,1.98,1362.0,814.46,0.2966651902615311,2.9108697599694477,0,1,0,0,1,0,0,0,0.0978299175732945,105.6763904694399,0.12882626901604557,0,0.969974460598137,0.13356343666762813,0.0064526221109850995,41.6363321071738,0.18886552909090945,1.666097912999882e-05,0.2828282828282829,0.1090909090909091,0.7184239115026574,0,0,0,0,0,0,CANDIDATE,3733638,K06353.01
472.5,5.298,402.20969,0.3779,9.5,2.6044525293707084,2.674401812845282,0.0005488430674059593,2.0021142000000003,4961.0,4.649,3.131,0.858601592246452,62.55771938614166,11.745887866360064,10.03,452.0,9.86,1.0013009330204181,0.9938769149412112,0,0,0,1,0,1,0,0,1.0876301396903703,29.418899592272933,0.0009910537312099175,0,0.7272534991656663,0.019876104211450255,0.01975689758008536,390.3350019899828,0.2104986680444451,2.739864372735525e-05,0.7018943170488535,0.14582010582010582,0.5412011507004437,0,0,0,0,0,0,CANDIDATE,9363944,K05660.01
